,titles,category
335,한 총리  전재산 기부  고 신언임 여사에  따뜻한 미소 오래 기억하리 ,Politics
336, 팩트체크  홍익표  원전 사용 반도체 해외 못팔아   애플은 원전도 가능,Politics
337,손잡거나 발목 잡거나 부산 여 현역 구청장 시너지  극과 극 ,Politics
338,문제는  국민 눈높이   당 용산  완전한 원팀  시간 걸릴 듯,Politics
339,민주 최고위원 정청래  후원회장 맡아  시끌  공천 계파 갈등 격화,Politics
340, 확전  피했지만  대통령 한동훈 화해 바라보는 두 시선,Politics
341,미래대연합   이낙연 신당  새로운미래와 이르면 이번 주 통합,Politics
342, 르포       정치적 말 대신 열차 동승으로  봉합  메시지,Politics
343,한동훈  열차에 자리 있습니까  윤석열  같이 올라가자 ,Politics
344, 화재 현장 따로 가면 이상해        회의 도중 한동훈과 만남 결정,Politics
345,금태섭 신당  노인 무임승차제 유지 확장   폐지  이준석과 입장차,Politics
346, 연합뉴스 이 시각 헤드라인         ,Politics
347,윤 한  깜짝 회동  막전막후 한 방문 소식에 윤 시간 앞당겨,Politics
348, 김건희 리스크 사천 논란    갈등 뇌관은 그대로,Politics
349,서천시장 일부 상인    사진만 찍고 가  항의 야권  현장 쇼통으로 복장만 터져 ,Politics
350,   시장 화재 현장은    한동훈  정치쇼 무대 아냐 ,Politics
351,갈등 노출 이틀 만에 조우   한동훈  신뢰 변함 없어 ,Politics
352,   열차 같이 탑시다    동승 화답     년 인연  파국 피했다,Politics
353,올  월부터   개월 복무 병사도 예비역 부사관 임용 가능,Politics
354,  저격수  변신한 이언주  년만에 민주당 귀환하나,Politics
355, 강성희 사태  끝까지 간다는 민주당   대통령 사과하라 ,Politics
356,제 지대 흐지부지될라    말 초가 통합 데드라인 ,Politics
357,김경율 비대위원    가 만만합니까  지역 정치권 성토 한목소리,Politics
358,  리포트  이준석  윤 한 갈등   같은 중국집  이론 불식 의도 ,Politics
359, 일만에 봉합된     갈등  공천권  등 이견 좁힐까,Politics
360,박지원  이낙연  호남  석도    한동훈  갈등 봉합  이준석     차전  이재명  이언주 복당 권유,Politics
361,   눈바람 맞으며    도 인사     어깨 툭치며 손 내밀어,Politics
362, 언제든 다시 터질 시한폭탄  용산  명품백 논란  해법 고심,Politics
363, 선거 지면 돌아갈 곳 없다  한동훈 배수진,Politics
364,박지원의 예언  한동훈  결국 항복하고  용핵관  대거 공천할 것 ,Politics
365,총선 앞 현실론에 갈등 봉합한      대통령님에 대해 깊은 존중과 신뢰 ,Politics
366, 대통령에 깊은 존중과 신뢰   김경율   명품백   물었더니   현장영상 ,Politics
367,   아침회의서  한동훈 서천 온다  보고 받고 흔쾌히  가자 ,Politics
368, 윤 한 갈등  봉합 수순 한  깊은 존중과 신뢰 변함 없어  종합 ,Politics
369, 탈당만 세 번  이언주 전 의원  돌고돌아 민주당 재입당할 듯,Politics
370,이재명  이언주에 복당 권유    진지하게 고민하겠다 ,Politics
371,윤 대통령  한 위원장 어깨  툭  미소  이틀 만에  화해 모드 ,Politics
372,조응천  친명 원외  수박 나가니까 친문 이해찬계도 나가라고 압박 ,Politics
373,서로 일정 조절한       도 인사에 상경열차도 동승,Politics
374,윤석열 한동훈  서천화재 공동 대처  갈등 불씨는 남아,Politics
375, 강성희 퇴장  국회 운영위 파행    경호법 위반       사과하라 ,Politics
376, 한동훈도 서천 온답니다    현장 방문 계획하던  과 통했다,Politics
377,한동훈이 여당 내 야당        갈등 봉합에도 불안한  ,Politics
378, 국힘 탈당  이언주에 이재명 복당 권유    고민하겠다 ,Politics
379,한동훈  대통령 깊은 존중 신뢰 변함없어   김건희 명품백 엔 침묵,Politics
380,비명 지역구 노리는 친명 비례 의원들    선명성  경쟁 조짐,Politics
381,이언주  이재명 복당 제안에 고심중 ,Politics
382, 단독   문재인 대통령의 입  강민석 전 청와대 대변인  민주당 입당,Politics
383,윤 대통령과 한동훈  정치적 갈등일까  인간적 손절일까  중립기어 라이브 ,Politics
384,민주  사천이든 공천이든 대통령실  총선 개입 ,Politics
385,김주영  지역 숙원 인하대병원 설립 논의   대학 측 설립 의지 확고 ,Politics
386, 외식비 줄이지 애들 공부시킬 돈은 안 줄여  민주로 간  전직 현대차 사장 의 비판,Politics
387, 분열은 공멸  공감대  갈등봉합 나선 당정  해법은 숙제,Politics
388,민주당  선거제  변심에 정의당  가시밭길 예고,Politics
389,갈등 봉합  윤 대통령 만난 한동훈  민생 얘기만 했다 ,Politics
390, 국회 우습나    분만에 끝난  강성희 강제 퇴장  운영위  여심야심 ,Politics
391,야권  화재 현장을 화해 현장 활용  공격,Politics
392,이재명   윤 정부 저격  이언주에 복당 권유    고민하겠다 ,Politics
393,  한동훈 충돌 봉합    김건희 성역화  되레 강화됐다,Politics
394, 국힘 탈당  이언주에게 손 내민 이재명  외연 확장 일환 ,Politics
395, 김건희 리스크 가 삼켜버린 대통령 신년 기자회견,Politics
396,  정부 저격수  이언주   년 만에 민주당 복당하나,Politics
397, 당권 재편기 에 또 등장한  윤심 압박   버텨낸 한동훈의 동력은 이런정치 ,Politics
398,금태섭  윤석열 한동훈 같은 뿌리 곧 봉합  이상민  이관섭 책임져야 ,Politics
399,비명 지역구 노리는 친명  이수진 양이원영 등 속속 도전장,Politics
